id,name,level,exp,hp
9309046,Ancient Blue Slime,100,800,130000
9309047,Ancient Purple Slime,100,800,130000
9309048,Blue Flower Cow,128,2284,615000
9309049,Green Flower Cow,128,2284,615000
9309050,Orange Mushroom,190,40471,10541200
9309051,Slime,196,48848,13056000
9309052,Lupin,198,51885,13955200
9309053,Fire Boar,200,54838,14880000
9309054,Croco,210,70858,19933200
9309055,Ligator,210,70858,19933200
9309056,Clang,212,74299,21036600
9309057,Lorang,212,74299,21036600
9309058,Tortie,214,77606,22167200
9309059,Grupin,218,84758,24510000
9309060,Lioner,218,84758,24510000
9309061,Cellion,218,84758,24510000
9309062,Hector,220,88420,25748800
9309063,White Fang,220,88420,25748800
9309064,Bellamoa,224,95907,28312800
9309065,Plead,224,95907,28312800
9309066,Meerkat,234,116039,35259000
9309067,Kiyo,234,116039,35259000
9309068,Sand Rat,234,116039,35259000
9309069,Scorpion,234,116039,35259000
9309070,Red Porky,236,120384,36762000
9309071,Grizzly,236,120384,36762000
9309072,Panda,236,120384,36762000
9309073,Beetle,240,128993,39859200
9309074,Dual Beetle,240,128993,39859200
9309075,Harp,240,128993,39859200
9309076,Blood Harp,240,128993,39859200
9309077,Jr. Newtie,242,128993,41453400
9309078,Nest Golem,150,17160,1586250
9309079,Red Wyvern,244,137828,43114200
9309080,Blue Wyvern,244,137828,43114200
9309081,Dark Wyvern,244,137828,43114200
9309082,Evil Eye,192,43211,11349800
9309083,Wild Kargo,194,46002,12198600
9309084,Dark Sand Dwarf,69,342,19000
9309085,Orange Ancient Slime,103,1789,150520
9309086,Trap,200,1789,2000000000
9309087,Blue Ancient Slime,1,12,80
9309088,Yellow Curly Cow,162,16158,3675000
9309089,Purple Curly Cow,162,16158,3675000
9309090,Blue Insectivore Slime,104,1858,157680
9309091,Yellow Insectivore Slime,104,1858,157680
9309092,Ancient Blue Turtle,47,143,100000
9309093,Ancient Orange Turtle,47,143,100000
9309094,Blue Volcano Bug,47,143,100000
9309095,Brown Volcano Bug,47,143,100000
9309096,Giant Orange Slime,110,3059,617100
9309097,Giant Purple Slime,110,3059,617100
9309098,Blue Flower Cow,47,143,100000
9309099,Green Flower Cow,47,143,100000
9309100,Eliza,144,4189,1276125
9309101,Eliza,218,84758,24510000
9309102,Flower Golem,124,2006,522060
9309103,Black Flower Golem,124,2006,522060
9309104,White Thorny Bear,128,2284,615000
9309105,Brown Thorny Bear,128,2284,615000
9309106,Ancient Beetle,200,27419,14880000
9309107,Orange Ancient Beetle,200,27419,14880000
9309108,Flower Golem,110,3059,617100
9309109,Black Flower Golem,110,3059,617100
9309110,Ancient Beetle,104,1858,157680
9309111,Orange Ancient Beetle,104,1858,157680
9309112,Red Insectivore Flower Fairy,104,1858,157680
9309113,Blue Insectivore Flower Fairy,104,1858,157680
9309114,Red Insectivore Flower Fairy,104,1858,157680
9309115,Blue Insectivore Flower Fairy,104,1858,157680
9309116,Yellow Mushroom Bat,11,0,150
9309117,Red Mushroom Bat,11,0,150
9309118,Yellow Mushroom Bat,2,4,5000000
9309119,Red Mushroom Bat,2,4,5000000
9309123,Fleta,85,4,999999999
9309124,Injured Adventurer,90,4,15000
9309125,Lupin,116,1621,391395
9309126,Volcano Eruption,250,0,60000000
9309127,King Slime,114,1435,1005255
9309128,Door,200,1435,2100000000
9309129,Fairy,160,15041,3379200
9309130,Infuriated Fairy,160,15041,3379200
9309200,Cowardly Lion,170,2000000,2100000000
9309201,Giant Spider,129,400000,400000000
9309202,Spiderling,125,400000,4000000
9309203,Scarecrow,190,5000000,2100000000
9309204,Scarecrow,129,88400,2100000000
9309205,Tin Woodman,150,610000,1000000000
9309206,Toto,190,88400,2100000000
9309207,Dorothy,210,100000000,2100000000
9309208,Dorothy's Illusion,200,88400,2100000000
9309209,Spiderling Cocoon,125,88400,5000000
9309210,Wall of Fire,200,127,1000000000
9309211,Tornado,210,127,2100000000
9309212,Reflection of Dorothy on a Mirror,200,88400,2100000000
9309213,Dorothy's Magic,200,88400,2100000000
9309300,Finley,43,127,500000
9390000,Antoinette,210,20000,55000000
9390001,Charlotte,209,189750,11750000
9390002,Bourbon,209,172900,25000000
9390003,Savage Squid,200,12694,930000
9390004,Savage Risell Squid,201,12931,950000
9390005,Savage Seashell Octopus Slime,202,13569,1000000
9390006,Savage Stone Bug,203,14204,1050000
9390007,Savage Shark,204,14204,1100000
9390008,Savage Cold Shark,204,14204,1100000
9390009,Savage Seaman Recruit Ghost,206,16091,1200000
9390010,Savage Lieutenant Commander Ghost,207,16713,1250000
9390011,Savage Platoon Chronos,74,355640,109000000
9390012,Savage Bone Fish,208,17333,1300000
9390013,Savage Ghost Pirate,203,14204,1050000
9390014,Savage Phantom Watch,205,15465,1150000
9390015,Savage Grim Phantom Watch,205,15465,1150000
9390016,Horrendous Skelegon,210,18565,1400000
9390017,Savage Skelegon,209,17950,1350000
9390100,Axe Visitor,209,17950,1500000
9390101,Magical Visitor,209,17950,1350000
9390102,Assassin Visitor,209,18000,1350000
9390103,Spirit Visitor,209,20000,2000000
9390104,Speedy Visitor,209,17950,1350000
9390110,Violent Visitor,209,1000000,100000000
9390111,High Visitor,209,3500000,250000000
9390112,High Visitor,30,3500000,10
9390113,(Rare) Perfect Visitor,209,4000000,350000000
9390200,Battle Monster Ribbon Pig,10,17,125
9390201,Battle Monster Stump,4,6,35
9390202,Battle Monster Slime,7,12,80
9390203,Battle Monster Patrol Robot,14,24,225
9390204,Battle Monster Blue Mushroom,16,28,275
9390205,Battle Monster Sleepy Grobbler,13,32,350
9390206,Battle Monster Octopus,60,15,110
9390207,Battle Monster Mixed Golem,24,50,495
9390300,Lord Balrog,1,10,10
9390301,Zakum,1,10,10
9390302,Horntail,1,10,10
9390303,Pianus,1,10,10
9390304,Bergamot,1,10,10
9390305,Nibelung,1,10,10
9390306,Chaos Crimson Queen,1,10,10
9390307,Vellum,1,10,10
9390500,Leonardo the Lion,150,189750,11750000
9390501,Raphael,150,189750,11750000
9390600,Gollux: Head,150,0,50000000
9390601,Gollux: Head,150,0,10000000
9390602,Gollux: Head,150,0,5000000
9390603,Death Count Dummy,10,0,90000000
9390610,Gollux: Right Shoulder,150,0,40000000
9390611,Gollux: Left Shoulder,150,0,40000000
9390612,Gollux: Abdomen,150,0,60000000
9390613,Shoulder Boss AoE Attack Dummy,10,0,90000000
9390614,Shoulder Boss AoE Attack Dummy,10,0,90000000
9390615,Lower Body Boss AoE Attack Dummy,10,0,90000000
9390616,Lower Body Boss AoE Attack Dummy,10,0,90000000
9390617,Field AoE Attack Dummy,10,0,90000000
9390618,Field AoE Attack Dummy,10,0,90000000
9390619,Field AoE Attack Dummy,10,0,90000000
9390620,Corrupted Veilstone,140,3,1110000
9390621,Corrupted Veilstone,140,3,1510000
9390622,Corrupted Veilstone,150,3,2510000
9390623,Corrupted Veilstone,150,3,3510000
9390624,Conjured Veilprey,140,155500,2510000
9390625,Conjured Veilprey,140,155500,3510000
9390630,Corrupted Veilprey,145,113850,2260000
9390631,Mutant Veilprey,145,113850,2260000
9390632,Veilprey,145,113850,3260000
9390633,Corrupted Wardlock,145,113850,1260000
9390634,Mutated Wardlock,145,113850,1260000
9390635,Wardlock,145,113850,1260000
9390636,Gollux's Nutrient Flower,140,113850,1110000
9390637,Gollux's Nutrient Flower,140,113850,2110000
9390638,Gollux's Nutrient Flower,140,113850,3110000
9390639,Activity Dummy Mob,45,112,2400
9390640,Veiler Boom,140,1200,1000000
9390641,Perdit Seed,45,1200,2400
9390642,Black Perdit,150,112,1410000
9390643,Perdit Seed,45,112,2400
9390644,Red Perdit,150,112,1410000
9390645,Perdit Seed,45,112,2400
9390646,Clear Perdit,150,112,1410000
9390800,Captain Blood Pirate,140,8985,525000
9390801,Siren,109,1618,83000
9390802,Ocean Reef Runner,1,1,1
9390803,Coral Reef Runner,1,1,1
9390804,Livyatan,160,8877840,1880000000
9390805,Dummy,10,8877840,90000000
9390806,Calico Timcat,145,3458,210000
9390807,Gray Tomcat,142,3250,195000
9390808,Cutthroat Delfino,147,3594,220000
9390809,Sureshot Delfino,151,3861,240000
9390810,Voodoo Delfino,152,4004,250000
9390811,Ripclaw Delfino,148,3661,225000
9390812,Riverson,155,0,280000
9390813,Dirty Lupo,157,4705,300000
9390814,Dusky Lupo,158,4843,310000
9390815,Blood Pirate Swabby,160,0,660000
9390816,Blood Pirate Lookout,160,0,660000
9390817,Captain Blood the Pirate King,160,7464,1320000
9390818,Nightcutter Assassin,160,7464,660000
9390819,Nightwhip Assassin,162,7861,700000
9390820,Nightpriest Assassin,163,8057,720000
9390821,Devileye,162,7861,700000
9390822,Il Capo,165,1,1175000
9390823,Captain Blood Pirate,140,8985,525000
9390824,Siren,109,1618,83000
9390825,Ocean Reef Runner,1,1,1
9390826,Coral Reef Runner,1,1,1
9390827,Grosso Polpo,160,4844950,1304000000
9390828,Grosso Polpo,110,0,33000000
9390829,Cutthroat Delfino,147,0,220000
9390830,Sureshot Delfino,151,0,240000
9390831,Voodoo Delfino,152,0,250000
9390832,Ripclaw Delfino,148,0,225000
9390833,Masked Mysterioso,160,0,660000
9390834,Masked Mysterioso,162,0,700000
9390835,Grosso Polpo,110,0,15500000
9390837,Dummy,10,0,90000000
9390838,Pyro Flame,10,0,90000000
9390839,Nightcutter Assassin,160,25323,17000000
9390840,Nightwhip Assassin,162,27240,18000000
9390841,Nightpriest Assassin,163,28105,18500000
9390842,Devileye,162,27240,18000000
9390843,Cutthroat Delfino,147,16195,10000000
9390844,Sureshot Delfino,151,17232,12000000
9390845,Voodoo Delfino,152,17534,12500000
9390846,Ripclaw Delfino,148,17420,10500000
9390847,Calico Timcat,142,17420,210000
9390857,Grosso Polpo,160,3603400,86000000
9390858,Grosso Polpo,110,0,33000000
9390859,Livyatan,160,2919609,1048000000
9390860,Dummy,10,2919609,90000000
9390861,Dummy,10,2919609,90000000
9390862,Coral Crab,26,47,580
9390863,Livyatan Spawn,100,47,65000
9390865,Riverson,155,18500,15000000
9390866,Il Capo,165,35000,20000000
9390867,Ferocious Grosso Polpo,160,4844950,904000000
9390868,Brawny Livyatan,160,8877840,1280000000
9390869,Swift Siren,109,1618,83000
9390870,Brave Captain Blood Warrior,140,8985,525000
9390900,Vicky,40,1344,76000
9390901,Vincent,40,1344,76000
9390902,Victor,40,1344,76000
9390903,Driller V,65,12050,375000
9390906,Snow V,65,12050,375000
9390907,El Nath Vincent,40,1344,76000
9390908,El Nath Victor,40,1176,66500
9390909,Vicky,90,30500,1250000
9390910,Johnny,90,30500,1250000
9390911,Element Unknown,90,30500,4550000
9390912,Kobold Slicer,12,21,175
9390913,Kobold Poker,16,28,275
9390914,Kobold Shooter,22,39,435
9390915,King Kobold,30,720,36000
9390916,Vicky,25,245,13000
9390917,Vincent,25,245,10000
9390918,Victor,25,245,11000
9390921,Hilarjollar,90,6131,450000
9390922,Bio-Alchemy Victim,82,689,29000
9390923,Mecha-Alchemy Victim,82,689,29000
9390924,Alchem V,85,7962,480000
9390925,Papa Pixie,55,156,4000
9390926,Pixiemom,52,141,3400
9390927,Kobold,5,8,50
9390928,Rotting Kobold,6,10,65
9390929,Smelly Kobold,7,12,80
9390930,Kobold Overseer,8,36,280
9390931,Wolf,1,0,8
9390932,Unlucky Kobold,3,5,25
9390933,Kobold Zapper,23,40,465
9390934,Wild Wolfling,12,21,175
9390935,Cat Trap,5,0,20
9390936,Bramblevine,5,0,20
9390937,Bramblevine,5,0,99999999
9390938,Slavemaster Bobo,65,318,17000
9390939,Kobold,10,17,125
9390940,Rotting Kobold,13,23,200
9390941,Rotting Kobold,15,26,250
9390942,King Kobold,25,44,525
9390943,Disgusting Kobold,28,53,720
9390980,Alpine Goat,30,1,6000
9390981,Large Alpine Goat,30,1,90000
9390982,Pink Bloom Alpine Bird,30,1,3800
9390983,Purple Bloom Alpine Bird,30,1,3800
9390984,Yellow Bloom Alpine Bird,30,1,3800
9390985,Loafing Otter,30,1,3800
9390986,Splashing Otter,30,1,3800
9390987,Smartphone Otter,30,1,3800
9390988,Yellow Butterfly,30,1,1800
9390989,Blue Butterfly,30,1,1800
9390990,Pink Butterfly,30,1,1800
9390991,Patterned Butterfly,30,1,1800
9390992,Monarch Butterfly,30,1,1800
9390993,Bellflower Root,33,1,10000
9390994,Fruity Rash,33,1,10000
9390995,Carrot Slime,33,1,10000
9390996,Flower Fish,33,1,10000
9390997,Borometz Fruit,33,1,10000
9390998,Cabbage Butterfly,10,1,9999999
9390999,Inchworm,10,1,99999999
9391000,Streetsmart Slime,135,2750,160000
9391001,Urban Mushroom,135,2750,160000
9391002,Griffey,136,2823,165000
9391003,Typhon,143,3320,200000
9391004,Phantom Tree,144,3389,205000
9391005,Leplecion,140,3110,185000
9391006,Ghost Tree,144,3289,205000
9391007,Nightshadow,141,3180,190000
9391008,Firebrand,140,3110,185000
9391009,Elderwraith,147,3594,220000
9391010,Flamewarden,146,3526,215000
9391011,Windraider,145,3458,210000
9391012,Crimson Tree,142,3250,195000
9391013,Stormbreaker,147,12579,9900000
9391014,Deadly Scarecrow,148,12813,10125000
9391015,Hilla's Summon 1,120,12813,3150000
9391016,Hilla's Summoned 2,120,12813,3150000
9391017,Hilla's Summoned 3,120,12813,3150000
9391018,Hilla's Summoned 4,120,12813,3150000
9391019,Hilla's Summoned 5,120,12813,3150000
9391020,Mega Tough Headless Horseman,120,12813,31500000
9391021,Hsalf Clone,120,12813,23000000
9391022,Labyrinth Guardian,120,12813,3150000
9391023,Phantom Crimson Tree,143,3250,200000
9400000,Crow,25,44,525
9400001,Fire Raccoon,30,60,900
9400002,Cloud Fox,30,60,900
9400003,Nightghost,60,194,5500
9400004,Big Cloud Fox,45,112,2400
9400005,Red Akamanto,162,76605,21217500
9400006,Blue Akamanto,162,76605,21217500
9400007,Green Akamanto,162,76605,21217500
9400008,Black Akamanto,162,76605,21217500
9400009,Crow,200,76605,930000
9400010,Flaming Raccoon,200,76605,930000
9400011,Paper Lantern Ghost,40,96,1900
9400012,Water Goblin,60,194,5500
9400013,Dreamy Ghost,100,1334,65000
9400014,Black Crow,115,718143,35000000
9400015,Dusk Viper,160,75630,20947500
9400016,Field Fox,160,18049,4055040
9400017,Night Fox,160,18049,4055040
9400018,Blue Mushdad,170,22148,5157360
9400019,Tengu's Shadow,165,20756,4777440
9400020,Kappa,162,19390,4410000
9400021,Paper Lantern Ghost,162,19390,4410000
9400022,Dark Specter,160,18049,4055040
9400023,Sleepy Ghost,163,20756,4777440
9400024,Black Crow,160,18049,4055040
9400025,Dark Night Samurai,165,20756,4777440
9400026,Sakura Mushroom,10,17,125
9400027,Momiji Mushroom,10,17,125
9400028,Thorn Mushroom,12,21,175
9400029,Wandering Fire Raccoon,161,19763,5705700
9400030,Crow,160,19654,5674350
9400031,Crazed Oni,10,17,125
9400032,Berserk Oni,10,17,125
9400033,Suspicious Oni,10,17,125
9400034,牛鬼,85,17,1000000
9400035,Bunbuku Tanuki,161,19763,5705700
9400036,Pale Specter,45,134,4800
9400037,Lost Specter,45,134,4800
9400038,Skeletal Samurai,200,134,330000000
9400039,Dusk Viper,160,75630,20947500
9400040,Giant Specter,190,75630,2000000000
9400041,Subordinate 1,166,78473,21735000
9400042,Subordinate 2,166,78473,21735000
9400043,Field Fox,161,19763,5705700
9400044,Night Fox,161,19763,5705700
9400045,Kurama's Fear,161,19763,5705700
9400046,Skeletal Samurai,200,19763,330000000
9400048,Anguish Crow,100,19763,10000
9400049,棘鬼,100,19763,3500
9400050,Genkou,170,19763,5705700
9400051,dummy,110,19763,330000000
9400052,dummy,110,19763,330000000
9400053,Giant Crazed Oni,10,17,125
9400054,Giant Berserk Oni,10,17,125
9400055,Giant Suspicious Oni,10,17,125
9400056,Crazed Oni,10,17,125
9400057,Berserk Oni,10,17,125
9400058,Suspicious Oni,10,17,125
9400059,Gyuki,100,17,400
9400060,Manifestation of Anguish,100,0,150000
9400061,Defeated Anguish Crow,160,0,10000
9400062,Kamaitachi,100,0,400
9400063,Black Crow,10,17,125
9400064,Yakuza Big Brother,10,17,125
9400065,Yakuza Little Brother,10,17,125
9400066,First Lieutenant,10,17,125
9400067,Second Lieutenant,10,17,125
9400068,Field Fox,161,19763,5705700
9400069,Night Fox,161,19763,5705700
9400070,Oni Toy Thief,10,17,125
9400071,??????,75,17,30000
9400072,??????,170,19763,5705700
9400073,Anguish Crow,100,0,150000
9400074,Stone Golem,120,26,250
9400075,Tengu,160,26,2100000000
9400076,Tengu,160,26,2100000000
9400080,Tengu,160,26,100000000
9400081,Boss Skill Helper,1,1,1
9400082,Boss Skill Helper,190,1,2000000000
9400083,Boss Skill Helper,190,1,2000000000
9400084,Tengu,1,0,1
9400085,Yosuzume,160,0,5674350
9400086,Vortex,190,0,2000000000
9400088,Stone Lantern,100,0,50000000
9400090,Skeletal Samurai,10,17,140000
9400091,Skeletal Samurai,10,17,80000
9400092,Bachelor Specter,10,17,100000
9400093,Paper Lantern Ghost,10,17,80000
9400100,Extra A,166,78473,21735000
9400101,Extra B,166,78473,21735000
9400102,Extra C,167,78961,21870000
9400103,Extra D,167,78961,21870000
9400110,Leader A,168,79367,21982500
9400111,Leader B,168,79367,21982500
9400112,Bodyguard A,168,7137894,1879500000
9400113,Bodyguard B,169,8835567,500000000
9400114,Slot Machine,50,130,3000
9400120,Male Boss A,168,82206,225000000
9400121,Female Boss,170,1447275,225000000
9400122,Male Boss B,170,86434,234000000
9400200,Malady,55,156,4000
9400201,Wild Cargo,62,213,6300
9400202,Golden Slime,1,3,15
9400203,Silver Slime,40,96,1900
9400204,Red Slime,55,156,4000
9400205,Blue Mushdad,90,4727,200000
9400300,The Boss,170,2494740,150000000
9400303,방벽전체크용,1,0,1
9400310,Tic (Easy),8,0,60
9400311,Tac (Easy),9,0,80
9400312,Toe (Easy),11,0,155
9400313,Tic (Medium),27,0,700
9400314,Tac (Medium),28,0,740
9400315,Toe (Medium),32,0,800
9400316,Tic (Hard),58,0,4000
9400317,Tac (Hard),60,0,4500
9400318,Toe (Hard),62,0,4800
9400319,Cross (Easy),20,300,2500
9400320,Cross (Medium),45,1000,7500
9400321,Cross (Hard),70,1500,89000
9400322,Giant Snowman (Lvl 1) - Easy,23,0,2000
9400323,Giant Snowman (Lvl 2) - Easy,23,0,3000
9400324,Giant Snowman (Lvl 3) - Easy,23,0,4000
9400325,Giant Snowman (Lvl 4) - Easy,23,0,5000
9400326,Giant Snowman (Lvl 5) - Easy,23,0,6000
9400327,Giant Snowman (Lvl 1) - Medium,50,0,10000
9400328,Giant Snowman (Lvl 2) - Medium,50,0,11000
9400329,Giant Snowman (Lvl 3) - Medium,50,0,12000
9400330,Giant Snowman (Lvl 4) - Medium,50,0,13000
9400331,Giant Snowman (Lvl 5) - Medium,50,0,14000
9400332,Giant Snowman (Lvl 1) - Hard,80,0,15000
9400333,Giant Snowman (Lvl 2) - Hard,80,0,16500
9400334,Giant Snowman (Lvl 3) - Hard,80,0,18000
9400335,Giant Snowman (Lvl 4) - Hard,80,0,19500
9400336,Giant Snowman (Lvl 5) - Hard,80,0,21000
9400400,Kaede Genin,170,45965,21500000
9400401,Kaede Chunin,170,45965,21500000
9400402,Kaede Jonin,172,81235,22500000
9400403,Kaede Ninto,172,81235,22500000
9400404,Kaede Ashigaru,174,84308,23500000
9400405,Kacchuu Musha,174,84308,23500000
9400406,Kaede Kunoichi,176,87343,24500000
9400407,Kaede Toad,176,87343,24500000
9400408,False Daimyo,180,10166835,620000000
9400409,Emperor Toad,180,7379203,450000000
9400410,Rock,200,7379203,930000
9400500,Malady,1,0,4200
9400501,Jr. Wraith,5,0,600
9400502,Wraith,5,0,2800
9400503,Stirge,5,0,300
9400504,Coolie Zombie,1,0,600
9400505,Turkey,6,0,1000
9400506,Candle Monster,10,0,550
9400507,1st Anniversary Cake Monster,30,0,1200
9400508,Mad Turkey,27,55,720
9400509,Sakura Cellion,33,72,1200
9400510,Green Eggy Popp,35,85,1250
9400511,Yellow Eggy Popp,20,50,350
9400512,Cake Mob (2nd) ,30,65,950
9400513,Deluxe Candle Monster,10,17,125
9400514,Geist Balrog Phase 3,95,5600,1500000
9400515,Indigo Eye,38,89,1700
9400516,Crystal Boar,40,96,1900
9400517,Magik Fierry A,40,96,1900
9400518,Magik Fierry B,30,60,900
9400519,G Slime,35,60,1400
9400520,P Slime,35,60,1400
9400521,O Slime,38,60,1700
9400522,B Slime,38,60,1700
9400523,Evil Eye GL,27,60,650
9400524,Curse Eye GL,35,60,1400
9400525,Cold Eye GL,40,60,1900
9400526,Fierry GL,30,60,900
9400527,Fire Boar GL,32,60,1100
9400528,Sentinel GL,30,60,900
9400529,Ice Sentinel GL,30,60,900
9400530,Zombie Lupin GL,40,60,1900
9400531,Toy Trojan GL,39,60,1800
9400533,Indigo Eye PQ,38,60,1700
9400534,Crystal Boar PQ,40,60,1900
9400535,Magik Fiarry A PQ,40,60,1900
9400536,Geist Balrog Phase 1,80,1000,100000
9400537,Geist Balrog Phase 2,100,1100,300000
9400538,Street Slime,90,1188,45000
9400539,Urban Fungus,92,1274,49000
9400540,Killa Bee,98,1522,61000
9400541,Killa Bee,98,1522,61000
9400542,Fire Tusk,100,1601,65000
9400543,Electrophant,102,1679,69000
9400544,Gryphon,108,1906,81000
9400545,Wolf Spider,94,1358,53000
9400546,I.AM.ROBOT,106,1831,77000
9400547,Boomer,96,1440,57000
9400548,Mighty Maple Eater,104,1756,73000
9400549,Headless Horseman,122,23950,1080000
9400550,Boomer,120,23950,31500000
9400551,Bob,2,7,777
9400552,Zoo Snail,2,7,777
9400553,Purple Flying Book,200,0,99999
9400554,Orange Flying Book,200,0,99999
9400555,Blue Flying Book,200,0,99999
9400556,Glutton Ghoul,21,37,300
9400557,Psycho Jack Box,30,1,10
9400558,Psycho Jack,30,73,850
9400559,Sophilia Doll Ground,50,55,2000
9400560,Sophilia Doll,50,115,1800
9400561,Voodoo,60,224,6800
9400562,Hoodoo,60,224,6800
9400563,Nightmare,40,120,1930
9400564,Mirror Ghost,100,1,1000000
9400565,Glutton Ghoul,21,36,300
9400566,Loki Box Ex,1,0,100000
9400567,Loki Box Tr,1,0,3
9400568,Turkey Commando,20,41,350
9400569,Big Puff Daddy,60,5200,50000000
9400570,Anniversary Cake,15,30,250
9400571,Headless Horseman,120,15000,315000000
9400572,Geist Balrog,60,230,7000
9400573,Baby typhon,118,2261,101000
9400574,Typhon,120,2328,105000
9400575,Bigfoot,124,24610,1130000
9400576,Windraider,116,2191,97000
9400577,Firebrand,118,2261,101000
9400578,Firebrand,116,2191,97000
